CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdPrelevement;CoordXPrel;CoordYPrel;ProjectPrel;LibelléProjection;CdSupport;LbSupport;CdMethode;NomLongMethodePrel;DatePrel;HeurePrel;DateFinPrel;HeureFinPrel;CdZoneVerticaleProspectee;MnémoZoneVerticaleProspectée;ProfondeurPrel;CdDifficultePrel;MnemoDifficultePrel;CdAccredPrel;MnemoAccredPrel;AgrePrel;CdFinalitePrel;LbFinalitePrel;CommentairesPrel;CdRdd;NomRdd;CdProducteurPrelevement;NomProducteurPrelevement;CdPreleveur;NomPreleveur
06000990;SAONE A BELRUPT ;267880;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-09-10;11:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;267881;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2014-11-13;13:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298650;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-01-19;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298651;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-02-09;11:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298652;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-03-05;11:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298653;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-04-09;11:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298654;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-05-12;12:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298655;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-06-04;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298656;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-07-06;12:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298657;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-08-07;10:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298658;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-09-04;09:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;RESIDUS EPAIS ORANGE RIVE GAUCHE JUSTE EN AMONT DU PETIT REJET DE LA PISCICULTURE.;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298659;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-10-06;12:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298660;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-11-05;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;298661;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2015-12-04;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;315803;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2016-01-07;12:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;315804;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2016-03-04;10:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;315805;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2016-05-10;11:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;315806;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2016-07-06;11:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;315807;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2016-09-06;12:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;315808;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2016-11-07;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;345689;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2017-01-09;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;345690;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2017-03-06;11:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;345691;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2017-05-05;11:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;345692;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2017-07-06;10:40:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;345693;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2017-09-07;11:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;345694;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2017-11-07;10:10:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397030;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-01-08;11:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397031;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-02-06;12:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397032;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-03-06;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397033;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-04-06;12:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397034;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-05-21;10:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397035;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-06-06;12:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397036;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-07-05;11:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397037;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-08-06;12:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397038;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-09-06;10:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397039;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-10-04;12:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397040;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-11-08;12:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;397041;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2018-12-06;12:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;530705;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-01-19;10:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;532019;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-03-23;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06000990;SAONE A BELRUPT ;533293;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-05-17;10:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;534298;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-07-20;09:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;536053;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-09-21;11:30:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06000990;SAONE A BELRUPT ;536707;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2011-11-15;09:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;538198;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-01-16;10:00:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06000990;SAONE A BELRUPT ;539636;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-03-21;12:15:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06000990;SAONE A BELRUPT ;541320;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-05-23;10:25:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06000990;SAONE A BELRUPT ;541893;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-07-16;09:50:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;543512;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-09-19;13:25:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06000990;SAONE A BELRUPT ;545395;;;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2012-11-21;14:20:00;;;;;;0;Difficultés inconnues;0;INCONNU;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;43796067700098;ASCONIT CONSULTANTS
06000990;SAONE A BELRUPT ;596464;0;0;26;RGF93 / Lambert 93;3;Eau;0;Méthode inconnue;2019-01-08;11:30:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;596465;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2019-03-06;12:19:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;596466;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2019-05-09;12:36:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;596467;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2019-07-05;10:50:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;596468;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2019-09-05;11:27:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;596469;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2019-11-07;10:00:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;671297;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2020-01-09;10:59:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;671298;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2020-03-05;10:45:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;671299;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2020-05-11;12:06:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;671300;0;0;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2020-07-09;13:02:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;671301;930842;6781157;26;RGF93 / Lambert 93;3;Eau;286;Prélèvement d'eau par flacon à ouverture permanente sans transvasement;2020-09-09;10:30:00;;;;;;0;Difficultés inconnues;1;ACCREDITE;0;0;Finalité inconnue;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
