CdStationMesureEauxSurface;LbStationMesureEauxSurface;CdSupport;LbSupport;CdFractionAnalysee;LbFractionAnalysee;CdPrelevement;DatePrel;HeurePrel;DateAna;HeureAna;CdParametre;LbLongParamètre;RsAna;CdUniteMesure;SymUniteMesure;CdRqAna;MnemoRqAna;CdInsituAna;LbInsituAna;ProfondeurPrel;CdDifficulteAna;MnemoDifficulteAna;LdAna;LqAna;LsAna;IncertAna;CdMetFractionnement;NomMetFractionnement;CdMethode;NomMethode;RdtExtraction;CdMethodeExtraction;NomMethodeExtraction;CdAccreAna;MnemoAccredAna;AgreAna;CdStatutAna;MnemoStatutAna;CdQualAna;LbQualAna;CommentairesAna;ComResultatAna;CdRdd;NomRdd;CdProducteur;NomProducteur;CdPreleveur;NomPreleveur;CdLaboratoire;NomLaboratoire
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);267881;2014-11-13;13:00:00;2014-11-14;;1340;Nitrates;5.3;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298650;2015-01-19;11:00:00;2015-01-20;;1340;Nitrates;4;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298651;2015-02-09;11:50:00;2015-02-11;;1340;Nitrates;4.4;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298652;2015-03-05;11:10:00;2015-03-06;;1340;Nitrates;3.6;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298653;2015-04-09;11:40:00;2015-04-10;;1340;Nitrates;3.1;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298654;2015-05-12;12:10:00;2015-05-13;;1340;Nitrates;3.8;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298655;2015-06-04;11:00:00;2015-06-05;;1340;Nitrates;4.7;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298656;2015-07-06;12:10:00;2015-07-07;;1340;Nitrates;4.3;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298657;2015-08-07;10:50:00;2015-08-08;;1340;Nitrates;4.6;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298658;2015-09-04;09:50:00;2015-09-05;;1340;Nitrates;5.1;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298659;2015-10-06;12:20:00;2015-10-07;;1340;Nitrates;4.2;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298660;2015-11-05;11:30:00;2015-11-06;;1340;Nitrates;3.6;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);298661;2015-12-04;11:00:00;2015-12-05;;1340;Nitrates;7.6;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);315803;2016-01-07;12:40:00;2016-01-08;;1340;Nitrates;8.8;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);315804;2016-03-04;10:50:00;2016-03-05;;1340;Nitrates;3.4;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);315805;2016-05-10;11:10:00;2016-05-11;;1340;Nitrates;3.7;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);315806;2016-07-06;11:40:00;2016-07-08;;1340;Nitrates;4.5;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);315807;2016-09-06;12:10:00;2016-09-07;;1340;Nitrates;4.3;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
06000990;SAONE A BELRUPT ;3;Eau;3;Phase aqueuse de l'eau (filtrée, centrifugée...);315808;2016-11-07;10:30:00;2016-11-08;;1340;Nitrates;5.8;173;mg(NO3)/L;1;Résultat > seuil de quantification et < au seuil de saturation ou Résultat = 0;2;Laboratoire;;0;Difficultés inconnues;0.17;0.5;;;;;257;Qualité de l'eau - Détermination de l'azote nitreux et de l'azote nitrique et de la somme des deux par analyse en flux (CFA et FIA) et détection spectrométrique (NF EN ISO 13395 Octobre 1996 / T90-012);;;;1;Analyse réalisée sous accréditation;;3;Donnée contrôlée niveau 2 (données validées);1;Correcte;;;;;18690155900069;AGENCE EAU RHONE MEDITERRANEE ET CORSE;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON;41054531300042;CARSO - LABORATOIRE SANTE ENVIRONNEMENT HYGIENE DE LYON
